Competitor,Facilitator,tip,value,cor
0,0.56565657,-1,2.1366063547301198e-8,0
0,0.57575758,-1,0,0
0,0.58585859,-1,0,0
0,0.5959596,-1,2.690517868275677e-10,0
0,0.60606061,-1,0,0
0,0.61616162,-1,1.814890448148532e-10,0
0,0.62626263,-1,0,0
0,0.63636364,-1,1.5366287555718118e-10,0
0,0.64646465,-1,0,0
0,0.65656566,-1,1.3917305321520246e-10,0
0,0.66666667,-1,0,0
0,0.67676768,-1,1.2976390968422178e-10,0
0,0.68686869,-1,0,0
0,0.6969697,-1,1.2290903662615094e-10,0
0,0.70707071,-1,0,0
0,0.71717172,-1,1.1755468439234028e-10,0
0,0.72727273,-1,0,0
0,0.73737374,-1,1.1315056878680175e-10,0
0,0.74747475,-1,0,0
0,0.75757576,-1,1.0933755471009832e-10,0
0,0.76767677,-1,0,0
0,0.77777778,-1,1.0582692628047229e-10,0
0,0.78787879,-1,0,0
0,0.7979798,-1,1.023346344580789e-10,0
0,0.80808081,-1,0,0
0,0.81818182,-1,9.852244037267255e-11,0
0,0.82828283,-1,0,0
0,0.83838384,-1,9.395864347394588e-11,0
0,0.84848485,-1,0,0
0,0.85858586,-1,8.802675632857415e-11,0
0,0.86868687,-1,0,0
0,0.87878788,-1,7.982481184942714e-11,0
0,0.88888889,-1,0,0
0,0.8989899,-1,6.797327095076078e-11,0
0,0.90909091,-1,0,0
0,0.91919192,-1,5.0348875790806595e-11,0
0,0.92929293,-1,0,0
0,0.93939394,-1,2.366304462930735e-11,0
0,0.94949495,-1,0,0
0,0.95959596,-1,0,0
0,0.96969697,-1,4.465272068765458e-11,0
0,0.97979798,-1,0,0
0,0.98989899,-1,1.1782605482263394e-10,0
0,1,-1,0,0
0.01010101,0,-1,0,0
0.01010101,0.01010101,1,6.141050425633592e-10,0
0.01010101,0.02020202,0,0,0
0.01010101,0.03030303,0,0,0
0.01010101,0.04040404,0,8.689356132934534e-7,0
0.01010101,0.05050505,0,1.7359446708560712e-6,0
0.01010101,0.06060606,0,0,0
0.01010101,0.07070707,0,0,0
0.01010101,0.08080808,0,0,0
0.01010101,0.09090909,1,6.118235331268806e-6,0
0.01010101,0.1010101,1,0,0
0.01010101,0.11111111,1,0,0
0.01010101,0.12121212,1,0,0
0.01010101,0.13131313,1,0,0
0.01010101,0.14141414,1,1.760864809875784e-6,0
0.01010101,0.15151515,1,3.705935865464198e-5,0
0.01010101,0.16161616,1,9.539528990080726e-6,0
0.01010101,0.17171717,1,7.21093155343624e-6,0
0.01010101,0.18181818,1,0,0
0.01010101,0.19191919,1,0,0
0.01010101,0.2020202,1,0,0
0.01010101,0.21212121,1,9.23828865802534e-7,0
0.01010101,0.22222222,1,0,0
0.01010101,0.23232323,1,1.7720893020282349e-6,0
0.01010101,0.24242424,1,0,0
0.01010101,0.25252525,1,0,0
0.01010101,0.26262626,1,1.221214011385996e-6,0
0.01010101,0.27272727,1,3.599568204236903e-7,0
0.01010101,0.28282828,1,0,0
0.01010101,0.29292929,1,1.4696313459836578e-7,0
0.01010101,0.3030303,1,0,0
0.01010101,0.31313131,1,0,0
0.01010101,0.32323232,1,1.2665959847463882e-6,0
0.01010101,0.33333333,1,0,0
0.01010101,0.34343434,1,0,0
0.01010101,0.35353535,1,0,0
0.01010101,0.36363636,1,2.858942965932698e-7,0
0.01010101,0.37373737,1,2.0789277811879005e-7,0
0.01010101,0.38383838,1,2.0399341784678175e-7,0
0.01010101,0.39393939,1,1.7874001444706524e-8,0
0.01010101,0.4040404,1,2.1697093367732956e-07,0
0.01010101,0.41414141,1,0,0
0.01010101,0.42424242,1,0,0
0.01010101,0.43434343,1,0,0
0.01010101,0.44444444,1,0,0
0.01010101,0.45454545,1,2.6144426827427737e-8,0
0.01010101,0.46464646,1,1.311026446811248e-7,0
0.01010101,0.47474747,1,1.6188403308267498e-7,0
0.01010101,0.48484848,1,3.325686349885367e-8,0
0.01010101,0.49494949,1,0,0
0.01010101,0.50505051,1,0,0
0.01010101,0.51515152,1,0,0
0.01010101,0.52525253,1,5.945219707657948e-8,0
0.01010101,0.53535354,1,3.707899361893797e-8,0
0.01010101,0.54545455,1,0,0
0.01010101,0.55555556,1,1.3288730158696628e-8,0
0.01010101,0.56565657,1,0,0
0.01010101,0.57575758,1,3.758660776812466e-8,0
0.01010101,0.58585859,1,1.921476473107928e-9,0
0.01010101,0.5959596,1,0,0
0.01010101,0.60606061,1,2.1158282624173267e-10,0
0.01010101,0.61616162,1,0,0
0.01010101,0.62626263,1,1.6208901526839052e-10,0
0.01010101,0.63636364,1,0,0
0.01010101,0.64646465,1,1.409049786540951e-10,0
0.01010101,0.65656566,1,0,0
0.01010101,0.66666667,1,1.2823970725494475e-10,0
0.01010101,0.67676768,1,0,0
0.01010101,0.68686869,1,1.1928789846782406e-10,0
0.01010101,0.6969697,1,0,0
0.01010101,0.70707071,1,1.1229088882092628e-10,0
0.01010101,0.71717172,1,0,0
0.01010101,0.72727273,1,1.0641427501379383e-10,0
0.01010101,0.73737374,1,0,0
0.01010101,0.74747475,1,1.0115775384427231e-10,0
0.01010101,0.75757576,1,0,0
0.01010101,0.76767677,1,9.614683812776171e-11,0
0.01010101,0.77777778,1,0,0
0.01010101,0.78787879,1,9.102389319174536e-11,0
0.01010101,0.7979798,1,0,0
0.01010101,0.80808081,1,8.53864228051414e-11,0
0.01010101,0.81818182,1,0,0
0.01010101,0.82828283,1,7.872783717309713e-11,0
0.01010101,0.83838384,1,0,0
0.01010101,0.84848485,1,7.034409401150515e-11,0
0.01010101,0.85858586,1,0,0
0.01010101,0.86868687,1,5.921197049115618e-11,0
0.01010101,0.87878788,1,0,0
0.01010101,0.88888889,1,4.379277937643922e-11,0
0.01010101,0.8989899,1,0,0
0.01010101,0.90909091,1,2.1693759176132263e-11,0
0.01010101,0.91919192,1,0,0
0.01010101,0.92929293,1,0,0
0.01010101,0.93939394,1,3.294021170912286e-11,0
0.01010101,0.94949495,1,0,0
0.01010101,0.95959596,1,9.403736991007996e-11,0
0.01010101,0.96969697,1,0,0
0.01010101,0.97979798,1,1.8916847397245151e-10,0
0.01010101,0.98989899,1,0,0
0.01010101,1,1,3.3899650005515986e-10,0
0.02020202,0,-1,1.1153299794494642e-9,0
0.02020202,0.01010101,1,0,0
0.02020202,0.02020202,0,3.0864788958834273e-9,0
0.02020202,0.03030303,0,7.043215358334826e-8,0
0.02020202,0.04040404,0,0,0
0.02020202,0.05050505,0,0,0
0.02020202,0.06060606,0,9.22737020440536e-6,0
0.02020202,0.07070707,0,2.0221301523088187e-5,0
0.02020202,0.08080808,0,0,0
0.02020202,0.09090909,0,0,0
0.02020202,0.1010101,1,5.4934341963598856e-5,0
0.02020202,0.11111111,1,1.159617621688e-4,0
0.02020202,0.12121212,1,2.8731789344965364e-5,0
0.02020202,0.13131313,1,1.092339385104424e-5,0
0.02020202,0.14141414,1,0,0
0.02020202,0.15151515,1,0,0
0.02020202,0.16161616,1,0,0
0.02020202,0.17171717,1,0,0
0.02020202,0.18181818,1,1.0947280580239747e-5,0
0.02020202,0.19191919,1,2.7709117384802084e-6,0
0.02020202,0.2020202,1,1.2011623870785116e-5,0
0.02020202,0.21212121,1,0,0
0.02020202,0.22222222,1,1.3194880492847009e-6,0
0.02020202,0.23232323,1,0,0
0.02020202,0.24242424,1,1.456051799937086e-6,0
0.02020202,0.25252525,1,2.6033748475811084e-7,0
0.02020202,0.26262626,1,0,0
0.02020202,0.27272727,1,0,0
0.02020202,0.28282828,1,4.566094528200893e-7,0
0.02020202,0.29292929,1,0,0
0.02020202,0.3030303,1,6.148382972668288e-7,0
0.02020202,0.31313131,1,1.5942395796287202e-6,0
0.02020202,0.32323232,1,0,0
0.02020202,0.33333333,1,1.3540172891381988e-7,0
0.02020202,0.34343434,1,3.652526193747008e-7,0
0.02020202,0.35353535,1,5.015560448072166e-7,0
0.02020202,0.36363636,1,0,0
0.02020202,0.37373737,1,0,0
0.02020202,0.38383838,1,0,0
0.02020202,0.39393939,1,0,0
0.02020202,0.4040404,1,0,0
0.02020202,0.41414141,1,2.541258675934355e-7,0
0.02020202,0.42424242,1,2.103094084840329e-7,0
0.02020202,0.43434343,1,1.8526514813713706e-7,0
0.02020202,0.44444444,1,6.386243162567872e-8,0
0.02020202,0.45454545,1,0,0
0.02020202,0.46464646,1,0,0
0.02020202,0.47474747,1,0,0
0.02020202,0.48484848,1,0,0
0.02020202,0.49494949,1,3.5540517805189575e-8,0
0.02020202,0.50505051,1,1.5349688306190438e-7,0
0.02020202,0.51515152,1,6.530031117590596e-8,0
0.02020202,0.52525253,1,0,0
0.02020202,0.53535354,1,0,0
0.02020202,0.54545455,1,1.26239423071899e-7,0
0.02020202,0.55555556,1,0,0
0.02020202,0.56565657,1,2.3652641473264487e-8,0
0.02020202,0.57575758,1,0,0
0.02020202,0.58585859,1,0,0
0.02020202,0.5959596,1,2.7760638676441534e-10,0
0.02020202,0.60606061,1,0,0
0.02020202,0.61616162,1,1.7003929405172426e-10,0
0.02020202,0.62626263,1,0,0
0.02020202,0.63636364,1,1.3604129922096042e-10,0
0.02020202,0.64646465,1,0,0
0.02020202,0.65656566,1,1.180065266213372e-10,0
0.02020202,0.66666667,1,0,0
0.02020202,0.67676768,1,1.0574771256511088e-10,0
0.02020202,0.68686869,1,0,0
0.02020202,0.6969697,1,9.612767217217696e-11,0
0.02020202,0.70707071,1,0,0
0.02020202,0.71717172,1,8.780332347345724e-11,0
0.02020202,0.72727273,1,0,0
0.02020202,0.73737374,1,8.002323380901927e-11,0
0.02020202,0.74747475,1,0,0
0.02020202,0.75757576,1,7.224090042782376e-11,0
0.02020202,0.76767677,1,0,0
0.02020202,0.77777778,1,6.395202741173861e-11,0
0.02020202,0.78787879,1,0,0
0.02020202,0.7979798,1,5.4595505251386897e-11,0
0.02020202,0.80808081,1,0,0
0.02020202,0.81818182,1,4.345494180255094e-11,0
0.02020202,0.82828283,1,0,0
0.02020202,0.83838384,1,2.955568814914239e-11,0
0.02020202,0.84848485,1,0,0
0.02020202,0.85858586,1,1.1483242493698363e-11,0
0.02020202,0.86868687,1,0,0
0.02020202,0.87878788,1,0,0
0.02020202,0.88888889,1,2.8424924774714255e-11,0
0.02020202,0.8989899,1,0,0
0.02020202,0.90909091,1,6.91521917069171e-11,0
0.02020202,0.91919192,1,0,0
0.02020202,0.92929293,1,1.290180932908558e-10,0
0.02020202,0.93939394,1,0,0
0.02020202,0.94949495,1,2.205039145539156e-10,0
0.02020202,0.95959596,1,0,0
0.02020202,0.96969697,1,3.6713508960554976e-10,0
0.02020202,0.97979798,1,0,0
0.02020202,0.98989899,1,6.187495819879456e-10,0
0.02020202,1,1,0,0
0.03030303,0,-1,0,0
0.03030303,0.01010101,1,6.313777486237349e-9,0
0.03030303,0.02020202,0,0,0
0.03030303,0.03030303,0,0,0
0.03030303,0.04040404,0,1.0469420395579355e-6,0
0.03030303,0.05050505,0,2.1583553477455553e-6,0
0.03030303,0.06060606,0,1.3277146308450938e-5,0
0.03030303,0.07070707,0,0,0
0.03030303,0.08080808,0,2.9932361130340723e-5,0
0.03030303,0.09090909,0,4.2929266829014526e-5,0
0.03030303,0.1010101,0,0,0
0.03030303,0.11111111,0,0,0
0.03030303,0.12121212,0,0,0
0.03030303,0.13131313,0,0,0
0.03030303,0.14141414,0,2.529307176155271e-6,0
0.03030303,0.15151515,0,4.007505643967306e-5,0
0.03030303,0.16161616,1,7.661597313926905e-6,0
0.03030303,0.17171717,1,6.663178297640116e-6,0
0.03030303,0.18181818,1,0,0
0.03030303,0.19191919,1,0,0
0.03030303,0.2020202,1,0,0
0.03030303,0.21212121,1,9.288674507843098e-7,0
0.03030303,0.22222222,1,0,0
0.03030303,0.23232323,1,2.7458459354875233e-6,0
0.03030303,0.24242424,1,0,0
0.03030303,0.25252525,1,0,0
0.03030303,0.26262626,1,1.986682220058356e-6,0
0.03030303,0.27272727,1,8.489092408467514e-7,0
0.03030303,0.28282828,1,0,0
0.03030303,0.29292929,1,3.0735740401439673e-7,0
0.03030303,0.3030303,1,0,0
0.03030303,0.31313131,1,0,0
0.03030303,0.32323232,1,1.367845162320691e-6,0
0.03030303,0.33333333,1,0,0
0.03030303,0.34343434,1,0,0
0.03030303,0.35353535,1,0,0
0.03030303,0.36363636,1,3.75968562545026e-7,0
0.03030303,0.37373737,1,3.513477788228415e-7,0
0.03030303,0.38383838,1,3.8227142114530825e-7,0
0.03030303,0.39393939,1,1.186606794458811e-7,0
0.03030303,0.4040404,1,3.205224152661224e-7,0
0.03030303,0.41414141,1,0,0
0.03030303,0.42424242,1,0,0
0.03030303,0.43434343,1,0,0
0.03030303,0.44444444,1,0,0
0.03030303,0.45454545,1,3.6049938623690035e-8,0
0.03030303,0.46464646,1,2.1375736170664958e-7,0
0.03030303,0.47474747,1,2.6136331771828073e-7,0
0.03030303,0.48484848,1,6.362132860800452e-8,0
0.03030303,0.49494949,1,0,0
0.03030303,0.50505051,1,0,0
0.03030303,0.51515152,1,0,0
0.03030303,0.52525253,1,9.044746758074228e-8,0
0.03030303,0.53535354,1,5.3877899750286093e-8,0
0.03030303,0.54545455,1,0,0
0.03030303,0.55555556,1,1.2264260753820037e-8,0
0.03030303,0.56565657,1,0,0
0.03030303,0.57575758,1,4.8805884025744226e-8,0
0.03030303,0.58585859,1,2.292932770089646e-9,0
0.03030303,0.5959596,1,0,0
0.03030303,0.60606061,1,1.3991119534335208e-10,0
0.03030303,0.61616162,1,0,0
0.03030303,0.62626263,1,7.626824268221547e-11,0
0.03030303,0.63636364,1,0,0
0.03030303,0.64646465,1,4.7001860460551405e-11,0
0.03030303,0.65656566,1,0,0
0.03030303,0.66666667,1,2.7151884906748137e-11,0
0.03030303,0.67676768,1,0,0
0.03030303,0.68686869,1,1.0549179442747442e-11,0
0.03030303,0.6969697,1,0,0
0.03030303,0.70707071,1,0,0
0.03030303,0.71717172,1,1.3220600018036544e-11,0
0.03030303,0.72727273,1,0,0
0.03030303,0.73737374,1,3.013753461199309e-11,0
0.03030303,0.74747475,1,0,0
0.03030303,0.75757576,1,4.9099050362586e-11,0
0.03030303,0.76767677,1,0,0
0.03030303,0.77777778,1,7.122189980886957e-11,0
0.03030303,0.78787879,1,0,0
0.03030303,0.7979798,1,9.791492302253096e-11,0
0.03030303,0.80808081,1,0,0
0.03030303,0.81818182,1,1.31088899896388e-10,0
0.03030303,0.82828283,1,0,0
0.03030303,0.83838384,1,1.7348340334930737e-10,0
0.03030303,0.84848485,1,0,0
0.03030303,0.85858586,1,2.2918063932800272e-10,0
0.03030303,0.86868687,1,0,0
0.03030303,0.87878788,1,3.0451241626247575e-10,0
0.03030303,0.88888889,1,0,0
0.03030303,0.8989899,1,4.0971744080693653e-10,0
0.03030303,0.90909091,1,0,0
0.03030303,0.91919192,1,5.622275889842486e-10,0
0.03030303,0.92929293,1,0,0
0.03030303,0.93939394,1,7.936215309523737e-10,0
0.03030303,0.94949495,1,0,0
0.03030303,0.95959596,1,1.1659455998062895e-9,0
0.03030303,0.96969697,1,0,0
0.03030303,0.97979798,1,1.8156905719914074e-9,0
0.03030303,0.98989899,1,0,0
0.03030303,1,1,3.099649105873375e-9,0
0.04040404,0,-1,0,0
0.04040404,0.01010101,1,2.650399295773654e-7,0
0.04040404,0.02020202,0,0,0
0.04040404,0.03030303,0,5.62950744022342e-7,0
0.04040404,0.04040404,0,7.798108000824525e-6,0
0.04040404,0.05050505,0,5.4679524301329e-4,0
0.04040404,0.06060606,0,0.0026656324881941,0
0.04040404,0.07070707,0,0.00241115861299722,0
0.04040404,0.08080808,0,0.00245552863898301,0
0.04040404,0.09090909,0,0.00245860757336486,0
0.04040404,0.1010101,0,0.00171301736372479,0
0.04040404,0.11111111,0,0.00127342191529969,0
0.04040404,0.12121212,0,8.7760510426232e-4,0
0.04040404,0.13131313,0,8.1129183880839e-4,0
0.04040404,0.14141414,0,3.3692597204135e-4,0
0.04040404,0.15151515,0,6.44075419575529e-5,0
0.04040404,0.16161616,0,1.0156437836849364e-5,0
0.04040404,0.17171717,0,1.1360396994859912e-6,0
0.04040404,0.18181818,0,2.0090052432351513e-5,0
0.04040404,0.19191919,0,9.193019521444513e-6,0
0.04040404,0.2020202,0,1.734354272048222e-5,0
0.04040404,0.21212121,0,2.2081841934777913e-7,0
0.04040404,0.22222222,0,1.260488075513422e-6,0
0.04040404,0.23232323,1,0,0
0.04040404,0.24242424,1,5.593886773567647e-7,0
0.04040404,0.25252525,1,0,0
0.04040404,0.26262626,1,0,0
0.04040404,0.27272727,1,0,0
0.04040404,0.28282828,1,0,0
0.04040404,0.29292929,1,0,0
0.04040404,0.3030303,1,1.0456418781615185e-6,0
0.04040404,0.31313131,1,2.5610279830658556e-6,0
0.04040404,0.32323232,1,0,0
0.04040404,0.33333333,1,4.07871148064487e-7,0
0.04040404,0.34343434,1,7.111996622768402e-7,0
0.04040404,0.35353535,1,7.529381608001984e-7,0
0.04040404,0.36363636,1,0,0
0.04040404,0.37373737,1,0,0
0.04040404,0.38383838,1,0,0
0.04040404,0.39393939,1,0,0
0.04040404,0.4040404,1,0,0
0.04040404,0.41414141,1,3.345967157938557e-7,0
0.04040404,0.42424242,1,4.208507085592756e-7,0
0.04040404,0.43434343,1,3.661329847133058e-7,0
0.04040404,0.44444444,1,1.3837867806958698e-7,0
0.04040404,0.45454545,1,0,0
0.04040404,0.46464646,1,0,0
0.04040404,0.47474747,1,0,0
0.04040404,0.48484848,1,0,0
0.04040404,0.49494949,1,5.8777538769849714e-8,0
0.04040404,0.50505051,1,2.3822228829111565e-7,0
0.04040404,0.51515152,1,1.2512279299982378e-7,0
0.04040404,0.52525253,1,0,0
0.04040404,0.53535354,1,0,0
0.04040404,0.54545455,1,1.7506936979227166e-7,0
0.04040404,0.55555556,1,0,0
0.04040404,0.56565657,1,2.0705090140625288e-8,0
0.04040404,0.57575758,1,0,0
0.04040404,0.58585859,1,0,0
0.04040404,0.5959596,1,4.838249789704091e-9,0
0.04040404,0.60606061,1,0,0
0.04040404,0.61616162,1,4.846467429525572e-9,0
0.04040404,0.62626263,1,0,0
0.04040404,0.63636364,1,4.990498346857646e-9,0
0.04040404,0.64646465,1,0,0
0.04040404,0.65656566,1,5.202484275161623e-9,0
0.04040404,0.66666667,1,0,0
0.04040404,0.67676768,1,5.477726525996134e-9,0
0.04040404,0.68686869,1,0,0
0.04040404,0.6969697,1,5.823192286295681e-9,0
0.04040404,0.70707071,1,0,0
0.04040404,0.71717172,1,6.2517326362371815e-9,0
0.04040404,0.72727273,1,0,0
0.04040404,0.73737374,1,6.781895047952482e-9,0
0.04040404,0.74747475,1,0,0
0.04040404,0.75757576,1,7.439442055696098e-9,0
0.04040404,0.76767677,1,0,0
0.04040404,0.77777778,1,8.260181824770297e-9,0
0.04040404,0.78787879,1,0,0
0.04040404,0.7979798,1,9.294562981040317e-9,0
0.04040404,0.80808081,1,0,0
0.04040404,0.81818182,1,1.061510053666972e-8,0
0.04040404,0.82828283,1,0,0
0.04040404,0.83838384,1,1.2328686821701762e-8,0
0.04040404,0.84848485,1,0,0
0.04040404,0.85858586,1,1.4597697223686473e-8,0
0.04040404,0.86868687,1,0,0
0.04040404,0.87878788,1,1.767781385539433e-8,0
0.04040404,0.88888889,1,0,0
0.04040404,0.8989899,1,2.198935251094391e-8,0
0.04040404,0.90909091,1,0,0
0.04040404,0.91919192,1,2.8260346777223176e-8,0
0.04040404,0.92929293,1,0,0
0.04040404,0.93939394,1,3.783585479716356e-8,0
0.04040404,0.94949495,1,0,0
0.04040404,0.95959596,1,5.3411633286668336e-8,0
0.04040404,0.96969697,1,0,0
0.04040404,0.97979798,1,8.09905614678877e-8,0
0.04040404,0.98989899,1,0,0
0.04040404,1,1,1.3593331053936148e-7,0
0.05050505,0,-1,1.942991924151101e-8,0
0.05050505,0.01010101,1,9.403188246801359e-8,0
0.05050505,0.02020202,0,0,0
0.05050505,0.03030303,0,1.0418298080116912e-5,0
0.05050505,0.04040404,0,0.00154251198327661,0
0.05050505,0.05050505,0,0.00380119014269747,0
0.05050505,0.06060606,0,0.00247629259377737,0
0.05050505,0.07070707,0,0.00105121088328446,0
0.05050505,0.08080808,0,7.7064094191446e-4,0
0.05050505,0.09090909,0,5.1220809177902e-4,0
0.05050505,0.1010101,0,5.585810542725e-4,0
0.05050505,0.11111111,0,5.1414665000993e-4,0
0.05050505,0.12121212,0,5.9649217860132e-4,0
0.05050505,0.13131313,0,9.9281888953992e-4,0
0.05050505,0.14141414,0,0.00104832343863454,0
0.05050505,0.15151515,0,0.00128746179656518,0
0.05050505,0.16161616,0,0.00111547309162851,0
0.05050505,0.17171717,0,7.8024845466352e-4,0
0.05050505,0.18181818,0,5.71164010352e-4,0
0.05050505,0.19191919,0,4.448902459655e-4,0
0.05050505,0.2020202,0,3.42361984552e-4,0
0.05050505,0.21212121,0,2.078526313332e-4,0
0.05050505,0.22222222,0,1.2453273468927e-4,0
0.05050505,0.23232323,0,3.404556184232206e-5,0
0.05050505,0.24242424,0,5.705773408953974e-6,0
0.05050505,0.25252525,0,6.898072463673089e-6,0
0.05050505,0.26262626,0,9.831216716588642e-6,0
0.05050505,0.27272727,0,6.684558294136878e-6,0
0.05050505,0.28282828,0,4.899131193997164e-6,0
0.05050505,0.29292929,0,3.2054237325382928e-6,0
0.05050505,0.3030303,1,0,0
0.05050505,0.31313131,1,0,0
0.05050505,0.32323232,1,3.074524451989191e-7,0
0.05050505,0.33333333,1,0,0
0.05050505,0.34343434,1,0,0
0.05050505,0.35353535,1,0,0
0.05050505,0.36363636,1,3.7806499020192067e-7,0
0.05050505,0.37373737,1,7.055322585793888e-7,0
0.05050505,0.38383838,1,1.03916025079549e-6,0
0.05050505,0.39393939,1,5.573036597642301e-7,0
0.05050505,0.4040404,1,6.433407481763798e-7,0
0.05050505,0.41414141,1,0,0
0.05050505,0.42424242,1,0,0
0.05050505,0.43434343,1,0,0
0.05050505,0.44444444,1,0,0
0.05050505,0.45454545,1,3.7661532183491324e-8,0
0.05050505,0.46464646,1,4.132234032909022e-7,0
0.05050505,0.47474747,1,5.012185752283682e-7,0
0.05050505,0.48484848,1,1.52475589785539e-7,0
0.05050505,0.49494949,1,0,0
0.05050505,0.50505051,1,0,0
0.05050505,0.51515152,1,0,0
0.05050505,0.52525253,1,1.5504489406310558e-7,0
0.05050505,0.53535354,1,8.473879003007979e-8,0
0.05050505,0.54545455,1,0,0
0.05050505,0.55555556,1,2.433294007923078e-9,0
0.05050505,0.56565657,1,0,0
0.05050505,0.57575758,1,6.236675991133785e-8,0
0.05050505,0.58585859,1,7.082161898747021e-9,0
0.05050505,0.5959596,1,0,0
0.05050505,0.60606061,1,4.32424912549874e-9,0
0.05050505,0.61616162,1,0,0
0.05050505,0.62626263,1,4.334866906823107e-9,0
0.05050505,0.63636364,1,0,0
0.05050505,0.64646465,1,4.4261584423654094e-9,0
0.05050505,0.65656566,1,0,0
0.05050505,0.66666667,1,4.569912520786942e-9,0
0.05050505,0.67676768,1,0,0
0.05050505,0.68686869,1,4.764064384856588e-9,0
0.05050505,0.6969697,1,0,0
0.05050505,0.70707071,1,5.013480319305403e-9,0
0.05050505,0.71717172,1,0,0
0.05050505,0.72727273,1,5.327111642592394e-9,0
0.05050505,0.73737374,1,0,0
0.05050505,0.74747475,1,5.717956315684698e-9,0
0.05050505,0.75757576,1,0,0
0.05050505,0.76767677,1,6.2040696872200765e-9,0
0.05050505,0.77777778,1,0,0
0.05050505,0.78787879,1,6.810417123594235e-9,0
0.05050505,0.7979798,1,0,0
0.05050505,0.80808081,1,7.571840730857078e-9,0
0.05050505,0.81818182,1,0,0
0.05050505,0.82828283,1,8.53775927685714e-9,0
0.05050505,0.83838384,1,0,0
0.05050505,0.84848485,1,9.77967179271325e-9,0
0.05050505,0.85858586,1,0,0
0.05050505,0.86868687,1,1.1403424890175496e-8,0
0.05050505,0.87878788,1,0,0
0.05050505,0.88888889,1,1.3569504489091469e-8,0
0.05050505,0.8989899,1,0,0
0.05050505,0.90909091,1,1.652647668213313e-8,0
0.05050505,0.91919192,1,0,0
0.05050505,0.92929293,1,2.0661848218927942e-8,0
0.05050505,0.93939394,1,0,0
0.05050505,0.94949495,1,2.6548757232724033e-8,0
0.05050505,0.95959596,1,0,0
0.05050505,0.96969697,1,3.475029081342583e-8,0
0.05050505,0.97979798,1,0,0
0.05050505,0.98989899,1,4.330488097059517e-8,0
0.05050505,1,1,0,0
0.06060606,0,-1,0,0
0.06060606,0.01010101,1,3.2320142165947565e-6,0
0.06060606,0.02020202,0,0,0
0.06060606,0.03030303,0,6.0027466812374e-4,0
0.06060606,0.04040404,0,0.00527260745693175,0
0.06060606,0.05050505,0,0.00118946015733831,0
0.06060606,0.06060606,0,1.1250214764739e-4,0
0.06060606,0.07070707,0,1.1952001631871e-4,0
0.06060606,0.08080808,0,3.771679852161469e-5,0
0.06060606,0.09090909,0,0,0
0.06060606,0.1010101,0,8.024050543972408e-5,0
0.06060606,0.11111111,0,1.8050730027243e-4,0
0.06060606,0.12121212,0,4.941906878666487e-5,0
0.06060606,0.13131313,0,4.1546422667306616e-5,0
0.06060606,0.14141414,0,2.421530944411643e-5,0
0.06060606,0.15151515,0,0,0
0.06060606,0.16161616,0,2.2791949572347e-4,0
0.06060606,0.17171717,0,3.6941689326667e-4,0
0.06060606,0.18181818,0,4.6913183353572e-4,0
0.06060606,0.19191919,0,5.5013236458144e-4,0
0.06060606,0.2020202,0,6.1314391883352e-4,0
